"","longitude","latitude"
"740",39.10372591,-10.84728009
"741",30.83130875,-2.9670737
"742",37.12280237,-3.1955178
"743",30.66683519,-2.67776096
"744",36.96642649,-6.06058498
"745",30.50795016,-3.60147067
"746",35.79161324,-10.71382748
"747",34.68564676,-9.69608846
"748",36.72290109,-5.92875028
"749",36.90743905,-3.25178475
"750",34.7824898,-9.49125094
"751",35.49475606,-7.35419315
"752",33.56723638,-3.02829045
"753",34.07534221,-1.18531136
"754",37.34854075,-3.30395404
"755",31.05138048,-7.51604554
"756",33.0938086086921,-2.62251640292601
"757",36.9422246,-7.70972695
"758",37.79993135,-10.9009227
"759",33.00590091,-8.95581733
"760",36.966026,-3.24907303
"761",31.04926122,-7.5055424
"762",36.33408315,-10.58705878
"763",30.48992554,-6.81213951
"764",33.35061846,-3.7309534
"765",32.78740104,-4.17250742
"766",38.50491253,-10.16551001
"767",33.31401109,-8.99282671
"768",37.82734623,-10.59900936
"769",35.44992709,-10.68323583
"770",39.66071129,-7.91027558
"771",33.34975556,-3.18495752
"772",30.28050302,-4.47857186
"773",33.68331494,-9.49206327
"774",33.3356054641705,-2.58442038652074
"775",39.43540623,-9.37623727
"776",37.67423929,-3.51394565
"777",30.85976415,-1.47894139
"778",34.75977147,-8.70314891
"779",33.68452076,-3.66882144
"780",34.74417571,-9.85927178
"781",33.96286401,-8.96601247
"782",34.68005829,-9.68280661
"783",37.42437554,-3.30412977
"784",34.92291635,-11.112617
"785",30.90383203,-2.95745606
"786",33.23927203,-8.83248529
"787",35.28731541,-3.33174505
"788",32.23360453,-5.08721581
"789",34.81279791,-9.47823072
"790",32.03030986,-3.3384299
"791",38.02082075,-4.32327112
"792",33.1581778,-8.4174846
"793",35.08695388,-9.53112864
"794",33.94378482,-9.42582653
"795",36.69842715,-3.33308571
"796",31.76991285,-1.01071678
"797",32.80730511,-5.02174881
"798",34.63434022,-9.97375298
"799",31.1590978,-1.82546844
"800",34.08131686,-1.24619066
"801",36.91280408,-6.89769577
"802",38.07483408,-4.63931325
"803",37.61102144,-3.76134753
"804",31.30033546,-2.6576387
"805",33.48953381,-3.5094942
"806",35.99581765,-6.23947671
"807",38.86147133,-6.78208912
"808",32.51518117,-4.39018519
"809",32.95488063,-3.10888914
"810",38.34809472,-4.576487
"811",34.1917905818966,-2.96481706867816
"812",36.85335621,-7.95549267
"813",35.48464144,-10.65812828
"814",32.15215642,-2.44156066
"815",32.18548368,-3.60623982
"816",32.69673611,-9.27231379
"817",30.63823153,-3.62717945
"818",34.1913668,-8.82316006
"819",36.10812809,-3.546199
"820",34.9234188,-8.67759294
"821",34.74538647,-9.21827502
"822",35.6028856,-10.99048765
"823",35.24555659,-9.07385091
"824",34.98606017,-5.14560589
"825",32.01133549,-3.22538185
"826",34.10306498,-9.22001911
"827",34.0009733,-3.52228542
"828",36.6891246,-8.13861515
"829",33.53042826,-9.3520055
"830",39.1082443,-10.8664828
"831",34.56684315,-9.3376303
"832",37.86960075,-6.88994448
"833",33.21279861,-9.15766112
"834",37.95883085,-7.06427429
"835",31.62427838,-1.740375
"836",34.00699258,-8.85077624
"837",39.28171,-8.38871073
"838",37.70604506,-4.04002601
"839",37.27339928,-3.30358241
"840",35.83291505,-4.33583118
"841",37.25115064,-3.22345702
"842",33.12940285,-2.5772945
"843",33.11518894,-4.83555335
"844",35.92571815,-3.71123512
"845",34.93108696,-10.9881124
"846",37.61094106,-3.14455387
"847",38.99318577,-6.53261622
"848",35.5981803,-10.54796605
"849",36.65370244,-8.14014306
"850",33.89592892,-9.27582325
"851",36.96247056,-10.79549523
"852",30.65425898,-2.45248886
"853",34.77971233,-8.94803098
"854",33.42245883,-3.69696301
"855",39.83757646,-10.80689963
"856",31.16922705,-7.102952
"857",37.91717958,-7.23974578
"858",31.16210444,-5.15977615
"859",33.38791119,-2.15605712
"860",33.65451612,-9.31247722
"861",35.2625788,-10.51739485
"862",35.86115154,-10.27715628
"863",35.78675013,-4.55359985
"864",31.79745682,-5.05434569
"865",33.37794654,-2.56925755
"866",39.09475234,-6.95841189
"867",33.85015483,-1.6975682
"868",31.52611967,-1.63276881
"869",34.85539018,-5.15743672
